Unnamed: 0,id_cliente,qtd_filhos,idade,tempo_emprego,qt_pessoas_residencia,renda,sexo_F,sexo_M,tipo_renda_Assalariado,tipo_renda_Bolsista,tipo_renda_Empresário,tipo_renda_Pensionista,tipo_renda_Servidor público,educacao_Primário,educacao_Pós graduação,educacao_Secundário,educacao_Superior completo,educacao_Superior incompleto,estado_civil_Casado,estado_civil_Separado,estado_civil_Solteiro,estado_civil_União,estado_civil_Viúvo,tipo_residencia_Aluguel,tipo_residencia_Casa,tipo_residencia_Com os pais,tipo_residencia_Comunitário,tipo_residencia_Estúdio,tipo_residencia_Governamental,posse_de_veiculo_False,posse_de_veiculo_True,posse_de_imovel_False,posse_de_imovel_True,ano,mes,dia
6509,916,0,54,18.10958904109589,2.0,36530.49,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,7,1
6510,5685,0,33,11.043835616438356,2.0,3013.84,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,7,1
6511,2504,0,54,5.6219178082191785,1.0,7240.23,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6512,9061,1,36,4.693150684931507,3.0,3588.44,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6516,5964,1,31,9.89315068493151,3.0,6977.17,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6519,16621,2,28,7.520547945205481,3.0,1750.64,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6520,11116,0,35,3.7589041095890408,2.0,3874.64,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,7,1
6521,1811,0,54,2.9506849315068493,2.0,7221.68,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,2015,7,1
6522,15683,0,25,2.0136986301369864,2.0,2031.33,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2015,7,1
6523,5864,0,37,3.0520547945205485,1.0,4943.92,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6524,121,0,35,8.695890410958905,2.0,1558.36,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,7,1
6525,5673,1,35,2.202739726027397,3.0,1793.37,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,7,1
6526,6785,1,31,1.7945205479452055,3.0,3876.59,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2015,7,1
6527,7315,0,45,8.210958904109589,2.0,2484.35,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2015,7,1
6528,2911,0,40,5.945205479452055,2.0,967.94,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,7,1
6529,13181,1,32,1.5972602739726027,3.0,3108.68,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,7,1
6530,12014,1,35,0.9835616438356164,3.0,2494.07,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6531,12633,0,29,11.03835616438356,2.0,2778.23,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6533,346,1,32,8.947945205479453,3.0,5746.69,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,7,1
6534,1410,1,29,8.673972602739726,2.0,3087.47,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,7,1
6536,9315,1,38,2.0136986301369864,3.0,2299.43,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,7,1
6537,5127,0,28,2.8,2.0,1954.03,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6539,15054,1,44,3.4356164383561643,3.0,4737.78,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6540,10618,2,39,0.5150684931506849,3.0,1194.48,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,7,1
6541,15240,0,24,2.367123287671233,2.0,2898.43,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,7,1
6542,11221,0,59,2.0931506849315067,2.0,23783.09,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6543,9272,2,40,3.1780821917808217,4.0,5048.42,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,7,1
6544,6884,0,36,9.63013698630137,1.0,992.31,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6545,12539,0,45,1.9506849315068493,2.0,3339.94,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,7,1
6546,12294,0,29,1.610958904109589,1.0,3827.57,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6547,10910,0,49,14.273972602739724,2.0,8522.41,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,7,1
6548,7670,1,45,11.02191780821918,2.0,2375.08,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,2015,7,1
6549,3131,0,58,2.2136986301369856,2.0,569.78,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6550,3811,0,25,1.6849315068493151,2.0,2733.41,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6552,11516,2,32,4.383561643835616,4.0,6429.73,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6553,4165,0,57,13.386301369863016,1.0,3660.29,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6554,6951,1,31,2.375342465753425,3.0,1607.39,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6555,13700,1,35,9.791780821917808,3.0,11144.1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,7,1
6556,5061,0,55,8.471232876712326,2.0,3513.93,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6557,950,1,46,1.0136986301369864,3.0,7994.04,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6558,15123,0,49,5.493150684931507,2.0,1037.92,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2015,7,1
6559,8157,2,36,6.723287671232876,4.0,2780.58,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6560,9727,0,55,0.9534246575342464,2.0,3630.52,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6561,16449,0,26,3.2684931506849315,1.0,2788.3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2015,7,1
6563,11772,1,36,4.578082191780823,3.0,2028.79,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6565,34,0,42,8.860273972602737,1.0,3895.71,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2015,7,1
6566,9748,0,57,10.36986301369863,2.0,3861.72,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,7,1
6567,3197,0,52,4.139726027397259,2.0,1416.5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,7,1
6568,441,0,45,12.531506849315068,2.0,1502.17,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6569,2777,1,37,8.479452054794521,3.0,17534.48,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6570,5651,0,40,7.545205479452054,1.0,1242.15,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2015,7,1
6571,3945,1,43,10.93972602739726,2.0,14047.49,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6573,6551,0,58,4.1643835616438345,2.0,15702.4,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6574,7112,0,46,4.712328767123288,2.0,5032.3,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6575,14155,0,28,9.46027397260274,2.0,339.36,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,7,1
6576,1631,1,28,5.145205479452055,3.0,2675.39,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,7,1
6578,4691,2,43,15.449315068493153,4.0,17360.62,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6579,15899,1,35,2.8794520547945206,2.0,2718.29,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2015,7,1
6580,2296,0,32,1.7589041095890412,2.0,2867.93,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,7,1
6581,15196,0,36,10.706849315068494,2.0,9671.3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2015,7,1
6582,13098,0,28,6.676712328767122,2.0,4883.86,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6583,2381,1,36,3.3616438356164378,3.0,3058.06,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,7,1
6584,13813,0,28,8.29041095890411,2.0,7656.61,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,7,1
6585,4321,0,33,4.008219178082192,2.0,1322.55,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6588,3140,0,53,9.183561643835615,2.0,2851.09,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6589,3247,1,37,8.306849315068494,3.0,17356.58,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6590,6372,2,40,2.6630136986301367,4.0,1627.56,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,7,1
6591,14911,0,32,8.471232876712326,2.0,17389.21,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,2015,7,1
6594,2700,0,48,10.73150684931507,2.0,3555.06,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6595,12327,1,26,5.613698630136986,3.0,1364.62,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6596,12032,1,29,3.816438356164384,3.0,11006.23,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6597,1087,1,31,4.597260273972604,3.0,2456.85,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6599,16576,1,29,4.435616438356164,3.0,6506.45,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,7,1
6600,3752,0,54,8.69041095890411,1.0,3355.9,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6602,12098,0,50,7.660273972602741,2.0,4675.77,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6603,6729,3,30,8.882191780821918,5.0,5229.35,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,7,1
6604,3944,1,43,10.93972602739726,2.0,2484.48,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6605,399,0,44,21.03835616438356,2.0,29445.42,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6606,13177,0,47,1.3397260273972602,1.0,4744.5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2015,7,1
6607,5216,1,40,12.605479452054794,2.0,5933.56,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,7,1
6608,10111,0,33,2.38082191780822,2.0,1220.71,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2015,7,1
6609,8361,0,39,6.638356164383563,2.0,3948.58,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6610,7166,0,53,11.134246575342466,2.0,2997.71,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,7,1
6611,1920,3,36,5.427397260273971,5.0,20692.22,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6612,5571,2,45,8.46027397260274,4.0,1056.69,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,2015,7,1
6613,14211,0,51,0.873972602739726,1.0,3420.03,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6614,1204,0,54,0.3452054794520548,1.0,798.38,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,2015,7,1
6615,36,0,42,8.860273972602737,1.0,2599.59,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2015,7,1
6618,15605,0,42,9.627397260273971,2.0,8651.81,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6620,5755,0,42,17.964383561643835,2.0,5600.68,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,7,1
6621,15194,0,36,10.706849315068494,2.0,4214.29,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2015,7,1
6625,14017,2,43,10.375342465753423,4.0,12465.17,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,7,1
6626,6293,1,39,3.5835616438356164,3.0,375.88,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,7,1
6628,7814,0,46,19.9013698630137,2.0,2437.39,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6629,6790,14,48,4.627397260273972,15.0,2972.42,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6630,945,0,54,10.926027397260272,2.0,2760.0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6631,3966,1,39,1.180821917808219,2.0,1460.83,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6633,6553,0,58,4.1643835616438345,2.0,9539.9,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6634,3041,0,52,23.145205479452056,2.0,6996.48,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6635,12810,0,27,5.2,2.0,18328.98,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,7,1
6636,15601,1,32,8.123287671232879,3.0,717.64,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6637,13858,1,27,4.873972602739726,3.0,2671.41,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6638,9314,0,50,6.934246575342466,1.0,4189.61,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2015,7,1
6639,6877,0,44,13.2986301369863,2.0,8547.3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6640,5433,0,59,4.18082191780822,1.0,1128.64,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,7,1
6641,9991,2,42,6.019178082191781,4.0,4221.19,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6642,7255,0,54,31.227397260273968,2.0,8315.32,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6643,9799,2,45,11.183561643835615,4.0,15947.98,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,7,1
6644,2803,0,52,10.47945205479452,1.0,9713.64,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6646,6356,1,30,0.9917808219178084,3.0,4234.94,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,7,1
6647,4193,0,46,1.7589041095890412,1.0,1640.92,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6649,1580,0,37,17.487671232876714,2.0,2704.27,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2015,7,1
6651,4608,2,33,0.6821917808219178,4.0,3394.7,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6652,9351,1,36,12.183561643835615,2.0,2999.59,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,2015,7,1
6655,10967,0,40,12.93972602739726,2.0,3275.24,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,7,1
6656,1512,0,51,32.750684931506854,2.0,7273.39,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6657,4390,0,27,0.7561643835616438,2.0,1928.65,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,7,1
6658,5605,0,28,3.0383561643835617,2.0,2306.5,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2015,7,1
6659,14958,0,44,1.0986301369863014,2.0,1568.16,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2015,7,1
6660,12196,0,53,34.035616438356165,1.0,64245.29,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6661,16232,0,46,2.5424657534246577,2.0,3726.56,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6662,8687,1,37,5.156164383561643,3.0,2835.34,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6663,8322,0,36,14.643835616438356,2.0,3420.39,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6664,2245,0,40,3.5095890410958903,2.0,7348.78,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,7,1
6665,12568,0,26,3.032876712328767,2.0,646.3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,2015,7,1
6666,2264,2,43,10.093150684931508,4.0,10303.52,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6668,12770,2,35,11.287671232876711,4.0,2614.63,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6669,5484,0,41,14.854794520547946,1.0,3160.72,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2015,7,1
6670,13466,0,27,7.019178082191781,2.0,22464.67,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,7,1
6671,141,0,40,2.1863013698630143,2.0,1019.15,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,7,1
6672,3126,0,58,2.2136986301369856,2.0,992.05,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6673,3527,0,29,3.2739726027397262,1.0,2896.04,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6674,12193,2,40,14.687671232876712,3.0,2053.04,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,2015,7,1
6675,6370,2,40,2.6630136986301367,4.0,1814.77,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,7,1
6676,1502,0,38,3.6821917808219182,1.0,2523.59,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,7,1
6678,11676,0,44,13.082191780821915,2.0,8202.51,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6679,5303,2,35,0.4301369863013699,4.0,5786.43,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6680,3972,0,40,3.4356164383561643,2.0,2824.67,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6681,16460,1,44,21.86027397260274,3.0,7279.15,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2015,7,1
6685,9036,1,42,18.2054794520548,3.0,18590.1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6687,11609,1,29,8.665753424657536,3.0,5126.68,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6688,13941,0,50,2.5342465753424657,2.0,2689.67,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6690,1518,0,51,32.750684931506854,2.0,24510.47,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6691,7687,0,37,4.265753424657534,1.0,5126.02,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6692,762,0,61,2.271232876712329,1.0,1836.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,2015,7,1
6693,3998,0,53,8.742465753424657,2.0,816.11,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6694,2506,0,50,7.5397260273972595,1.0,3573.83,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6696,7528,0,49,22.94794520547945,1.0,3265.98,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6697,7778,2,38,0.7205479452054795,4.0,1756.73,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2015,7,1
6698,12377,0,33,0.6109589041095891,2.0,818.51,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6699,4721,0,33,11.613698630136984,1.0,10783.31,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,2015,7,1
6700,10973,0,31,4.435616438356164,1.0,915.11,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2015,7,1
6701,1748,1,33,6.06027397260274,3.0,3300.4,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2015,7,1
6703,14864,0,47,10.720547945205482,2.0,4919.75,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,7,1
